userA,userB,score
chehsien    ,laker020,0.0
chehsien    ,kirakira520,0.0
chehsien    ,j74127412,0.0
chehsien    ,gogodddd,0.0
chehsien    ,freshmanxp,0.0
chehsien    ,emou        ,0.0
chehsien    ,edcqaz,0.0
chehsien    ,drsharp,0.0
chehsien    ,doremido,0.0
chehsien    ,ccpz,0.0
chehsien    ,badboyman,0.0
chehsien    ,alice9031,0.0
chehsien    ,EZILI,0.0
chehsien    ,Depend1227,0.0
cdpicker,wachiapp,0.0
cdpicker,lucaswhite,0.0
cdpicker,klm,0.0
cdpicker,j74127412,0.0
cdpicker,iversona,0.0
cdpicker,freshmanxp,0.0
cdpicker,emou        ,0.0
cdpicker,edcqaz,0.0
cdpicker,drsharp,0.0
cdpicker,barton5614,0.0
cdpicker,badboyman,0.0
cdpicker,alice9031,0.0
cdpicker,Depend1227,0.0
ccpz,studentkeich,0.0
ccpz,sinceremusic,0.0
ccpz,myanko,0.0
ccpz,j74127412,0.0
ccpz,drsharp,0.0
ccpz,badboyman,0.0
ccpz,alice9031,0.0
cccooler,ycb401,0.0
cccooler,wangman,0.0
cccooler,wachiapp,0.0
cccooler,sinceremusic,0.0
cccooler,power1849e,0.0
cccooler,myanko,0.0
cccooler,lucaswhite,0.0
cccooler,laker020,0.0
cccooler,j74127412,0.0
cccooler,gogodddd,0.0
cccooler,freshmanxp,0.0
cccooler,emou        ,0.0
cccooler,eject5566,0.0
cccooler,edcqaz,0.0
cccooler,drsharp,0.0
cccooler,doremido,0.0
cccooler,ccpz,0.0
cccooler,barton5614,0.0
cccooler,badboyman,0.0
cccooler,alice9031,0.0
cccooler,Towlie,0.0
cccooler,Janel,0.0
cafeole,ycb401,0.0
cafeole,yao60301    ,0.0
cafeole,winginsleep,0.0
cafeole,wangman,0.0
cafeole,wachiapp,0.0
cafeole,typedevil,0.0
cafeole,thebest5566,0.0
cafeole,sinceremusic,0.0
cafeole,q076262018,0.0
cafeole,ps124125288,0.0
cafeole,power1849e,0.0
cafeole,nuiman,0.0
cafeole,myanko,0.0
cafeole,lucaswhite,0.0
cafeole,laker020,0.0
cafeole,kuoly1,0.0
cafeole,klm,0.0
cafeole,klexwind,0.0
cafeole,kirakira520,0.0
cafeole,j74127412,0.0
cafeole,iversona,0.0
cafeole,hertzianwave,0.0
cafeole,gunagulu,0.0
cafeole,gogodddd,0.0
cafeole,freshmanxp,0.0
cafeole,emou        ,0.0
cafeole,eject5566,0.0
cafeole,edcqaz,0.0
cafeole,drsharp,0.0
cafeole,doremido,0.0
cafeole,cyndimax,0.0
cafeole,crusoe,0.0
cafeole,ccpz,0.0
cafeole,barton5614,0.0
cafeole,badboyman,0.0
cafeole,backfire,0.0
cafeole,answer1115,0.0
cafeole,alice9031,0.0
cafeole,Towlie,0.0
cafeole,Kuwano,0.0
cafeole,Janel,0.0
cafeole,EZILI,0.0
cafeole,Depend1227,0.0
cafeole,BRANDIO,0.0
bbbyy,sinceremusic,0.0
bbbyy,gogodddd,0.0
barton5614,yofa,0.0
barton5614,wangman,0.0
barton5614,wachiapp,0.0
barton5614,studentkeich,0.0
barton5614,sowhat7511,0.0
barton5614,sinple,0.0
barton5614,sinceremusic,0.0
barton5614,satoyama,0.0
barton5614,s9899653,0.0
barton5614,redsuck,0.0
barton5614,power1849e,0.0
barton5614,myanko,0.0
barton5614,msn13141314,0.0
barton5614,moprince,0.0
barton5614,lucaswhite,0.0
barton5614,laker020,0.0
barton5614,klm,0.0
barton5614,klexwind,0.0
barton5614,kirakira520,0.0
barton5614,kevin31a2,0.0
barton5614,kazeki,0.0
barton5614,jo3pcafe,0.0
barton5614,j74127412,0.0
barton5614,iversona,0.0
barton5614,gogodddd,0.0
barton5614,godswd,0.0
barton5614,gca00631,0.0
barton5614,frice,0.0
barton5614,freshmanxp,0.0
barton5614,emou        ,0.0
barton5614,edcqaz,0.0
barton5614,drsharp,0.0
barton5614,doremido,0.0
barton5614,crusoe,0.0
barton5614,chehsien    ,0.0
barton5614,ccpz,0.0
barton5614,bbbyy,0.0
barton5614,badboyman,0.0
barton5614,alice9031,0.0
barton5614,YSJ543,0.0
barton5614,Towlie,0.0
barton5614,Shigeru777,0.0
barton5614,SeaWolf,0.0
barton5614,Handway,0.0
barton5614,GV13,0.0
barton5614,EZILI,0.0
barton5614,DickMartin,0.0
barton5614,Depend1227,0.0
barton5614,Cervelo1995,0.0
balanceCIH,ycb401,0.0
balanceCIH,wangman,0.0
balanceCIH,sinceremusic,0.0
balanceCIH,myanko,0.0
balanceCIH,lucaswhite,0.0
balanceCIH,klexwind,0.0
balanceCIH,kirakira520,0.0
balanceCIH,j74127412,0.0
balanceCIH,iversona,0.0
balanceCIH,gogodddd,0.0
balanceCIH,freshmanxp,0.0
balanceCIH,edcqaz,0.0
balanceCIH,drsharp,0.0
balanceCIH,crusoe,0.0
balanceCIH,barton5614,0.0
balanceCIH,badboyman,0.0
balanceCIH,alice9031,0.0
badboyman,frice,0.0
badboyman,Handway,0.0
backfire,yofa,0.0
backfire,ycb401,0.0
backfire,wty,0.0
backfire,wangman,0.0
backfire,wachiapp,0.0
backfire,typedevil,0.0
backfire,ticketwoon,0.0
backfire,thebest5566,0.0
backfire,studentkeich,0.0
backfire,sowhat7511,0.0
backfire,sinple,0.0
backfire,sinceremusic,0.0
backfire,satoyama,0.0
backfire,s9899653,0.0
backfire,redsuck,0.0
backfire,ps124125288,0.0
backfire,power1849e,0.0
backfire,nuiman,0.0
backfire,myanko,0.0
backfire,msn13141314,0.0
backfire,lucaswhite,0.0
backfire,laker020,0.0
backfire,kuoly1,0.0
backfire,klm,0.0
backfire,klexwind,0.0
backfire,kirakira520,0.0
backfire,kevin31a2,0.0
backfire,kazeki,0.0
backfire,jo3pcafe,0.0
backfire,j74127412,0.0
backfire,iversona,0.0
backfire,gogodddd,0.0
backfire,godswd,0.0
backfire,gca00631,0.0
backfire,frice,0.0
backfire,freshmanxp,0.0
backfire,fleeaaa,0.0
backfire,emou        ,0.0
backfire,eject5566,0.0
backfire,edcqaz,0.0
backfire,duane,0.0
backfire,drsharp,0.0
backfire,doremido,0.0
backfire,devil0915,0.0
backfire,cyndimax,0.0
backfire,crusoe,0.0
backfire,chehsien    ,0.0
backfire,cdpicker,0.0
backfire,ccpz,0.0
backfire,cccooler,0.0
backfire,bbbyy,0.0
backfire,barton5614,0.0
backfire,balanceCIH,0.0
backfire,badboyman,0.0
backfire,answer1115,0.0
backfire,alice9031,0.0
backfire,YSJ543,0.0
backfire,Xavier114,0.0
backfire,Verola,0.0
backfire,Towlie,0.0
backfire,Shigeru777,0.0
backfire,SeaWolf,0.0
backfire,Kuwano,0.0
backfire,Janel,0.0
backfire,GV13,0.0
backfire,EZILI,0.0
backfire,DickMartin,0.0
backfire,Depend1227,0.0
backfire,Allenguy,0.0
answer1115,yofa,0.0
answer1115,wachiapp,0.0
answer1115,thebest5566,0.0
answer1115,studentkeich,0.0
answer1115,sowhat7511,0.0
answer1115,sinple,0.0
answer1115,sinceremusic,0.0
answer1115,satoyama,0.0
answer1115,s9899653,0.0
answer1115,msn13141314,0.0
answer1115,lucaswhite,0.0
answer1115,kuoly1,0.0
answer1115,klm,0.0
answer1115,jo3pcafe,0.0
answer1115,j74127412,0.0
answer1115,frice,0.0
answer1115,freshmanxp,0.0
answer1115,emou        ,0.0
answer1115,edcqaz,0.0
answer1115,drsharp,0.0
answer1115,doremido,0.0
answer1115,chehsien    ,0.0
answer1115,barton5614,0.0
answer1115,balanceCIH,0.0
answer1115,badboyman,0.0
answer1115,alice9031,0.0
answer1115,Shigeru777,0.0
answer1115,Janel,0.0
answer1115,DickMartin,0.0
answer1115,Depend1227,0.0
alice9031,kevin31a2,0.0
alice9031,gogodddd,0.0
alice9031,frice,0.0
alice9031,Handway,0.0
YSJ543,gogodddd,0.0
YSJ543,badboyman,0.0
YSJ543,alice9031,0.0
Vinnie0605,ycb401,0.0
Vinnie0605,yao60301    ,0.0
Vinnie0605,winginsleep,0.0
Vinnie0605,wangman,0.0
Vinnie0605,typedevil,0.0
Vinnie0605,thebest5566,0.0
Vinnie0605,sinceremusic,0.0
Vinnie0605,nuiman,0.0
Vinnie0605,myanko,0.0
Vinnie0605,lucaswhite,0.0
Vinnie0605,kuoly1,0.0
Vinnie0605,klexwind,0.0
Vinnie0605,kirakira520,0.0
Vinnie0605,j74127412,0.0
Vinnie0605,iversona,0.0
Vinnie0605,gunagulu,0.0
Vinnie0605,edcqaz,0.0
Vinnie0605,doremido,0.0
Vinnie0605,devil0915,0.0
Vinnie0605,cyndimax,0.0
Vinnie0605,barton5614,0.0
Vinnie0605,badboyman,0.0
Vinnie0605,backfire,0.0
Vinnie0605,answer1115,0.0
Vinnie0605,alice9031,0.0
Vinnie0605,Kuwano,0.0
Vinnie0605,Janel,0.0
Vinnie0605,BRANDIO,0.0
Verola,lucaswhite,0.0
Verola,edcqaz,0.0
Verola,cyndimax,0.0
Verola,barton5614,0.0
Verola,badboyman,0.0
Verola,alice9031,0.0
Verola,Kuwano,0.0
Towlie,sinceremusic,0.0
Towlie,kirakira520,0.0
Towlie,frice,0.0
Towlie,badboyman,0.0
Towlie,alice9031,0.0
Shigeru777,wachiapp,0.0
Shigeru777,sinceremusic,0.0
Shigeru777,myanko,0.0
Shigeru777,msn13141314,0.0
Shigeru777,laker020,0.0
Shigeru777,klm,0.0
Shigeru777,kirakira520,0.0
Shigeru777,j74127412,0.0
Shigeru777,gogodddd,0.0
Shigeru777,freshmanxp,0.0
Shigeru777,emou        ,0.0
Shigeru777,edcqaz,0.0
Shigeru777,drsharp,0.0
Shigeru777,badboyman,0.0
Shigeru777,alice9031,0.0
Shigeru777,Towlie,0.0
Shigeru777,EZILI,0.0
Shigeru777,Depend1227,0.0
SeaWolf,wachiapp,0.0
SeaWolf,sinceremusic,0.0
SeaWolf,myanko,0.0
SeaWolf,laker020,0.0
SeaWolf,j74127412,0.0
SeaWolf,freshmanxp,0.0
SeaWolf,drsharp,0.0
SeaWolf,badboyman,0.0
SeaWolf,alice9031,0.0
Puppy0919,ycb401,0.0
Puppy0919,yao60301    ,0.0
Puppy0919,winginsleep,0.0
Puppy0919,wangman,0.0
Puppy0919,sinceremusic,0.0
Puppy0919,power1849e,0.0
Puppy0919,nuiman,0.0
Puppy0919,myanko,0.0
Puppy0919,michael2341,0.0
Puppy0919,lucaswhite,0.0
Puppy0919,laker020,0.0
Puppy0919,klexwind,0.0
Puppy0919,kirakira520,0.0
Puppy0919,jiajiaWeng,0.0
Puppy0919,j74127412,0.0
Puppy0919,iversona,0.0
Puppy0919,gunagulu,0.0
Puppy0919,gto461013,0.0
Puppy0919,emou        ,0.0
Puppy0919,edcqaz,0.0
Puppy0919,cyndimax,0.0
Puppy0919,barton5614,0.0
Puppy0919,badboyman,0.0
Puppy0919,backfire,0.0
Puppy0919,answer1115,0.0
Puppy0919,alice9031,0.0
Puppy0919,Kuwano,0.0
Puppy0919,Janel,0.0
Puppy0919,BRANDIO,0.0
NWAHSEF,ycb401,0.0
NWAHSEF,winginsleep,0.0
NWAHSEF,wangman,0.0
NWAHSEF,wachiapp,0.0
NWAHSEF,typedevil,0.0
NWAHSEF,sinceremusic,0.0
NWAHSEF,power1849e,0.0
NWAHSEF,nuiman,0.0
NWAHSEF,myanko,0.0
NWAHSEF,lucaswhite,0.0
NWAHSEF,laker020,0.0
NWAHSEF,klexwind,0.0
NWAHSEF,kirakira520,0.0
NWAHSEF,j74127412,0.0
NWAHSEF,iversona,0.0
NWAHSEF,gogodddd,0.0
NWAHSEF,freshmanxp,0.0
NWAHSEF,emou        ,0.0
NWAHSEF,eject5566,0.0
NWAHSEF,edcqaz,0.0
NWAHSEF,drsharp,0.0
NWAHSEF,doremido,0.0
NWAHSEF,devil0915,0.0
NWAHSEF,cyndimax,0.0
NWAHSEF,ccpz,0.0
NWAHSEF,barton5614,0.0
NWAHSEF,badboyman,0.0
NWAHSEF,backfire,0.0
NWAHSEF,answer1115,0.0
NWAHSEF,alice9031,0.0
NWAHSEF,Towlie,0.0
NWAHSEF,Kuwano,0.0
NWAHSEF,Janel,0.0
Kuwano,yofa,0.0
Kuwano,ycb401,0.0
Kuwano,wty,0.0
Kuwano,wangman,0.0
Kuwano,wachiapp,0.0
Kuwano,typedevil,0.0
Kuwano,ticketwoon,0.0
Kuwano,thebest5566,0.0
Kuwano,studentkeich,0.0
Kuwano,sowhat7511,0.0
Kuwano,sinple,0.0
Kuwano,satoyama,0.0
Kuwano,s9899653,0.0
Kuwano,redsuck,0.0
Kuwano,ps124125288,0.0
Kuwano,power1849e,0.0
Kuwano,msn13141314,0.0
Kuwano,moprince,0.0
Kuwano,lucaswhite,0.0
Kuwano,laker020,0.0
Kuwano,kuoly1,0.0
Kuwano,klm,0.0
Kuwano,klexwind,0.0
Kuwano,kirakira520,0.0
Kuwano,jo3pcafe,0.0
Kuwano,j74127412,0.0
Kuwano,iversona,0.0
Kuwano,godswd,0.0
Kuwano,gca00631,0.0
Kuwano,frice,0.0
Kuwano,freshmanxp,0.0
Kuwano,fleeaaa,0.0
Kuwano,emou        ,0.0
Kuwano,eject5566,0.0
Kuwano,edcqaz,0.0
Kuwano,duane,0.0
Kuwano,drsharp,0.0
Kuwano,chehsien    ,0.0
Kuwano,ccpz,0.0
Kuwano,cccooler,0.0
Kuwano,bbbyy,0.0
Kuwano,barton5614,0.0
Kuwano,balanceCIH,0.0
Kuwano,badboyman,0.0
Kuwano,answer1115,0.0
Kuwano,alice9031,0.0
Kuwano,YSJ543,0.0
Kuwano,Towlie,0.0
Kuwano,Shigeru777,0.0
Kuwano,SeaWolf,0.0
Kuwano,Janel,0.0
Kuwano,GV13,0.0
Kuwano,EZILI,0.0
Kuwano,DickMartin,0.0
Kuwano,Depend1227,0.0
Kuwano,Allenguy,0.0
Janel,ycb401,0.0
Janel,wty,0.0
Janel,wangman,0.0
Janel,wachiapp,0.0
Janel,ticketwoon,0.0
Janel,thebest5566,0.0
Janel,studentkeich,0.0
Janel,sinple,0.0
Janel,sinceremusic,0.0
Janel,s9899653,0.0
Janel,power1849e,0.0
Janel,myanko,0.0
Janel,msn13141314,0.0
Janel,moprince,0.0
Janel,lucaswhite,0.0
Janel,laker020,0.0
Janel,kuoly1,0.0
Janel,klm,0.0
Janel,klexwind,0.0
Janel,jo3pcafe,0.0
Janel,j74127412,0.0
Janel,iversona,0.0
Janel,gogodddd,0.0
Janel,freshmanxp,0.0
Janel,emou        ,0.0
Janel,eject5566,0.0
Janel,edcqaz,0.0
Janel,drsharp,0.0
Janel,doremido,0.0
Janel,crusoe,0.0
Janel,chehsien    ,0.0
Janel,cdpicker,0.0
Janel,bbbyy,0.0
Janel,barton5614,0.0
Janel,badboyman,0.0
Janel,alice9031,0.0
Janel,Towlie,0.0
Janel,Shigeru777,0.0
Janel,SeaWolf,0.0
Janel,GV13,0.0
Janel,EZILI,0.0
Janel,Depend1227,0.0
Janel,Allenguy,0.0
GV13,wachiapp,0.0
GV13,sinceremusic,0.0
GV13,power1849e,0.0
GV13,kirakira520,0.0
GV13,j74127412,0.0
GV13,emou        ,0.0
GV13,edcqaz,0.0
GV13,ccpz,0.0
GV13,badboyman,0.0
GV13,alice9031,0.0
EZILI,sinceremusic,0.0
EZILI,j74127412,0.0
EZILI,frice,0.0
EZILI,badboyman,0.0
EZILI,alice9031,0.0
DickMartin,sinceremusic,0.0
DickMartin,lucaswhite,0.0
DickMartin,j74127412,0.0
DickMartin,iversona,0.0
DickMartin,freshmanxp,0.0
DickMartin,edcqaz,0.0
DickMartin,badboyman,0.0
DickMartin,alice9031,0.0
Depend1227,frice,0.0
Depend1227,badboyman,0.0
Depend1227,alice9031,0.0
BRANDIO,yofa,0.0
BRANDIO,ycb401,0.0
BRANDIO,winginsleep,0.0
BRANDIO,wangman,0.0
BRANDIO,wachiapp,0.0
BRANDIO,typedevil,0.0
BRANDIO,thebest5566,0.0
BRANDIO,sowhat7511,0.0
BRANDIO,sinple,0.0
BRANDIO,sinceremusic,0.0
BRANDIO,redsuck,0.0
BRANDIO,ps124125288,0.0
BRANDIO,power1849e,0.0
BRANDIO,laker020,0.0
BRANDIO,kevin31a2,0.0
BRANDIO,jo3pcafe,0.0
BRANDIO,j74127412,0.0
BRANDIO,iversona,0.0
BRANDIO,gunagulu,0.0
BRANDIO,gogodddd,0.0
BRANDIO,godswd,0.0
BRANDIO,gca00631,0.0
BRANDIO,frice,0.0
BRANDIO,freshmanxp,0.0
BRANDIO,fleeaaa,0.0
BRANDIO,emou        ,0.0
BRANDIO,eject5566,0.0
BRANDIO,duane,0.0
BRANDIO,doremido,0.0
BRANDIO,devil0915,0.0
BRANDIO,chehsien    ,0.0
BRANDIO,ccpz,0.0
BRANDIO,cccooler,0.0
BRANDIO,barton5614,0.0
BRANDIO,balanceCIH,0.0
BRANDIO,backfire,0.0
BRANDIO,answer1115,0.0
BRANDIO,YSJ543,0.0
BRANDIO,Towlie,0.0
BRANDIO,Shigeru777,0.0
BRANDIO,SeaWolf,0.0
BRANDIO,NWAHSEF,0.0
BRANDIO,Kuwano,0.0
BRANDIO,Janel,0.0
BRANDIO,GV13,0.0
BRANDIO,EZILI,0.0
BRANDIO,Depend1227,0.0
BRANDIO,Allenguy,0.0
Allenguy,wangman,0.0
Allenguy,wachiapp,0.0
Allenguy,sinceremusic,0.0
Allenguy,power1849e,0.0
Allenguy,myanko,0.0
Allenguy,lucaswhite,0.0
Allenguy,laker020,0.0
Allenguy,j74127412,0.0
Allenguy,gogodddd,0.0
Allenguy,emou        ,0.0
Allenguy,edcqaz,0.0
Allenguy,barton5614,0.0
Allenguy,badboyman,0.0
Allenguy,alice9031,0.0
